player_name,salary
christianmccaffrey,9300
ceedeelamb,9300
a.j.brown,8700
amon-rast.brown,8600
justinjefferson,8500
jalenhurts,8100
kyrenwilliams,8000
cooperkupp,8000
dakprescott,8000
davanteadams,7900
pukanacua,7800
amaricooper,7700
rachaadwhite,7600
deebosamuel,7600
keenanallen,7500
alvinkamara,7500
mikeevans,7400
ja'marrchase,7300
patrickmahomes,7300
travisetiennejr.,7300
dkmetcalf,7200
justinfields,7200
breecehall,7200
brandonaiyuk,7100
djmoore,7000
isiahpacheco,7000
saquonbarkley,6900
devontasmith,6900
brockpurdy,6900
rasheerice,6800
d'andreswift,6800
trevorlawrence,6800
jaredgoff,6700
jahmyrgibbs,6700
chrisolave,6700
jordanlove,6600
austinekeler,6600
traviskelce,6600
bijanrobinson,6600
kennethwalker,6500
joeflacco,6500
calvinridley,6500
tonypollard,6500
kylermurray,6400
davidnjoku,6400
davidmontgomery,6400
courtlandsutton,6400
derrickhenry,6400
chrisgodwin,6300
joemixon,6300
aaronjones,6300
matthewstafford,6300
bakermayfield,6200
teehiggins,6200
samlaporta,6200
joshjacobs,6200
genosmith,6100
jamesconner,6100
deandrehopkins,6100
treymcbride,6000
adamthielen,6000
zamirwhite,6000
ezekielelliott,5900
garrettwilson,5900
romeodoubs,5800
russellwilson,5800
elijahmitchell,5800
jakebrowning,5700
khalilherbert,5700
jaydenreed,5700
tylerlockett,5600
jeromeford,5600
tychandler,5600
derekcarr,5600
chubahubbard,5500
terrymclaurin,5500
aidano'connell,5400
jakobimeyers,5400
evanengram,5400
brianrobinsonjr.,5400
jordanaddison,5300
javontewilliams,5300
tyrodtaylor,5300
jamaalwilliams,5200
samdarnold,5200
georgekittle,5200
samhowell,5200
brandincooks,5200
nickmullens,5100
roschonjohnson,5100
jerryjeudy,5100
dallasgoedert,5100
zachcharbonnet,5000
alexandermattison,5000
eastonstick,5000
zachwilson,5000
drakelondon,5000
tommydevito,5000
willlevis,5000
jacobybrissett,5000
clydeedwards-helaire,4900
joshuapalmer,4900
jarrettstidham,4900
trevorsiemian,4900
taylorheinicke,4900
c.j.beathard,4900
jakeferguson,4900
drewlock,4800
jaxonsmith-njigba,4800
bryceyoung,4800
jarenhall,4800
d'ontaforeman,4800
blainegabbert,4800
desmondridder,4800
tylerallgeier,4800
kennethgainwell,4800
ryantannehill,4800
antoniogibson,4800
kareemhunt,4700
tysonbagent,4700
christianwatson,4700
jimmygaroppolo,4700
baileyzappe,4700
macjones,4700
rashidshaheed,4700
marcusmariota,4700
darrenwaller,4700
cooperrush,4700
emaridemercado,4600
gregdortch,4600
andydalton,4600
ajmccarron,4600
p.j.walker,4600
chasebrown,4600
joshuadobbs,4600
seanclifford,4600
dontayvionwicks,4600
ameerabdullah,4600
taysomhill,4600
mattbreida,4600
jordanmason,4600
mattbarkley,4600
tyjaespears,4600
jakefromm,4600
ricodowdle,4600
claytontune,4500
kyletrask,4500
chaseedmonds,4500
ajdillon,4500
colekmet,4500
willgrier,4500
samajeperine,4500
brettrypien,4500
kevinharris,4500
jameiswinston,4500
carsonwentz,4500
demarcusrobinson,4500
malikwillis,4500
d'ernestjohnson,4500
michaelcarter,4400
michaelwilson,4400
teddybridgewater,4400
la'micalperine,4400
isaiahspiller,4400
jaleelmclaughlin,4400
nathanrourke,4400
israelabanikanda,4400
demariodouglas,4400
roycefreeman,4400
deucevaughn,4400
milessanders,4300
tylerboyd,4300
bostonscott,4300
curtissamuel,4300
elijahmoore,4200
kenenwangwu,4200
joshuakelley,4200
cordarrellepatterson,4200
wan'dalerobinson,4200
derrickgore,4200
k.j.osborn,4100
patricktaylor,4100
hunterhenry,4100
tankbigsby,4100
cowboys,4100
seanmannion,4000
deejaydallas,4000
kennymcintosh,4000
bryantkoback,4000
marlonmack,4000
tonyjonesjr.,4000
coreyclement,4000
johnwolford,4000
raheemblackshear,4000
tarikcohen,4000
spencerbrown,4000
seantucker,4000
patricklaird,4000
jeffdriskel,4000
deshaunwatson,4000
dorianthompson-robinson,4000
joeburrow,4000
drewplitt,4000
pierrestrongjr.,4000
nickchubb,4000
johnkellyjr.,4000
trayveonwilliams,4000
chrisevans,4000
demetricfelton,4000
kirkcousins,4000
hendonhooker,4000
natesudfeld,4000
davidblough,4000
camakers,4000
mylesgaskin,4000
c.j.ham,4000
dewaynemcbride,4000
craigreynolds,4000
zonovanknight,4000
jermarjefferson,4000
alexmcgough,4000
nathanpeterman,4000
emanuelwilson,4000
ellismerriweather,4000
kenyandrake,4000
henrypearson,4000
travishomer,4000
robertburns,4000
khariblasingame,4000
justinherbert,4000
maxduggan,4000
chrisoladokun,4000
elijahdotson,4000
keaontayingram,4000
jerickmckinnon,4000
denericprince,4000
quentinjohnston,4000
brianhoyer,4000
bendinucci,4000
brandonbolden,4000
brittainbrown,4000
austinwalter,4000
jakobjohnson,4000
sinceremccormick,4000
dwaynewashington,4000
tylerbadie,4000
michaelburton,4000
aaronrodgers,4000
rhamondrestevenson,4000
dalvincook,4000
xazavianvalladay,4000
nickbawden,4000
jacquespatrick,4000
jamycalhasty,4000
ke'shawnvaughn,4000
jakehaener,4000
loganwoodside,4000
kendremiller,4000
enobenjamin,4000
adamprentice,4000
jamesrobinson,4000
jordanmims,4000
averywilliams,4000
keithsmith,4000
carloswashingtonjr.,4000
b.j.baylor,4000
kylepitts,4000
tannermckee,4000
danieljones,4000
rashaadpenny,4000
lewnichols,4000
ericgray,4000
jashauncorbin,4000
garybrightwell,4000
deonjackson,4000
dariusslayton,4000
eagles,4000
brandonallen,4000
stetsonbennett,4000
kylejuszczyk,4000
tyriondavis-price,4000
jeremymcnichols,4000
zachevans,4000
ronnierivers,4000
e.j.perry,4000
snoopconner,4000
jonathanward,4000
hassanhaskins,4000
juliuschestnut,4000
treylance,4000
chrisrodriguezjr.,4000
alexarmah,4000
jonathanwilliams,4000
jaretpatterson,4000
malikdavis,4000
hunterluepke,4000
rondalemoore,3900
buccaneers,3900
cedrictillman,3900
jamesonwilliams,3900
darnellmooney,3900
geraldeverett,3900
michaelthomas,3900
juliojones,3900
lukemusgrave,3800
jauanjennings,3800
49ers,3800
zayjones,3800
jahandotson,3800
djcharkjr.,3700
tuckerkraft,3700
alexerickson,3700
jets,3700
treypalmer,3600
bomelton,3600
patriots,3600
juwanjohnson,3600
seahawks,3500
marvinmimsjr.,3500
xaviergipson,3500
devanteparker,3500
chigokonkwo,3500
jonathanmingo,3400
davidbell,3400
tylerscott,3400
malikheath,3400
justinwatson,3400
tretucker,3400
brandonjohnson,3400
saints,3400
quezwatkins,3400
tylerhigbee,3400
parkerwashington,3400
treylonburks,3400
joshreynolds,3300
chiefs,3300
lil'jordanhumphrey,3300
raiders,3300
jalenreagor,3300
tylerconklin,3300
a.t.perry,3300
jalinhyatt,3300
tutuatwell,3300
jamalagnew,3300
trentonirwin,3200
browns,3200
kadariustoney,3200
michaelmayer,3200
jasonbrownlee,3200
ronniebell,3200
jaguars,3200
michaelgallup,3200
loganthomas,3200
cadeotton,3100
tannerhudson,3100
lions,3100
packers,3100
vanjefferson,3100
marquisebrown,3000
jakebobo,3000
darekeyoung,3000
deeeskridge,3000
easopwinstonjr.,3000
codywhite,3000
codythompson,3000
cadejohnson,3000
zachpascal,3000
danchisena,3000
kadendavis,3000
andrebaccellia,3000
jeffsmith,3000
ihmirsmith-marsette,3000
davidmoore,3000
mikestrachan,3000
terracemarshalljr.,3000
laviskashenaultjr.,3000
camsims,3000
jalencamp,3000
deventhompkins,3000
rakimjarrett,3000
russellgage,3000
ryanmiller,3000
raleighwebb,3000
cephusjohnson,3000
andreiiosivas,3000
marquisegoodwin,3000
jamesproche,3000
jakeemgrantsr.,3000
michaelwoods,3000
austinwatkinsjr.,3000
jaelondarden,3000
charliejones,3000
kendricpryor,3000
stanleymorgan,3000
shedrickjackson,3000
kwamielassiter,3000
bengals,3000
brandonpowell,3000
jalennailor,3000
luckyjackson,3000
malikknowles,3000
trishtonjackson,3000
thayerthomas,3000
n'kealharry,3000
kalifraymond,3000
donovanpeoples-jones,3000
antoinegreen,3000
tomkennedy,3000
dauricefountain,3000
mauricealexander,3000
johnnymundt,3000
samoritoure,3000
thyrickpitts,3000
grantdubose,3000
equanimeousst.brown,3000
velusjonesjr.,3000
trenttaylor,3000
collinjohnson,3000
joereed,3000
nsimbawebster,3000
marquezvaldes-scantling,3000
jalenguyton,3000
deriusdavis,3000
keelandoss,3000
mikewilliams,3000
simifehoko,3000
terrellbynum,3000
mecolehardmanjr.,3000
richiejamesjr.,3000
justynross,3000
skyymoore,3000
nikkoremigio,3000
montrellwashington,3000
cornellpowell,3000
hunterrenfrow,3000
deandrecarter,3000
djturner,3000
keelancolesr.,3000
kristianwilkerson,3000
michaelbandy,3000
phillipdorsett,3000
timpatrick,3000
jalenvirgil,3000
tre'quansmith,3000
davidsills,3000
gregdulcich,3000
jujusmith-schuster,3000
allenlazard,3000
randallcobb,3000
irvincharles,3000
maliktaylor,3000
lancemccutcheon,3000
tyquanthornton,3000
kayshonboutte,3000
matthewslater,3000
kendrickbourne,3000
trenixon,3000
t.j.luther,3000
lynnbowdenjr.,3000
keithkirkwood,3000
shaqdavis,3000
jontrekirklin,3000
marquezcallaway,3000
khadarelhodge,3000
mackhollins,3000
scottymiller,3000
joshali,3000
frankdarby,3000
chrisblair,3000
falcons,3000
olamidezaccheaus,3000
britaincovey,3000
gregward,3000
josephngata,3000
isaiahhodgins,3000
sterlingshepard,3000
gunnerolszewski,3000
parriscampbell,3000
dennishouston,3000
bryceford-wheaton,3000
dylandrummond,3000
griffinhebert,3000
chrisconley,3000
taymartin,3000
dannygray,3000
ray-raymccloud,3000
williesnead,3000
benskowronek,3000
austintrammell,3000
tylerjohnson,3000
xaviersmith,3000
timjones,3000
elijahcooks,3000
jaylonmoore,3000
christiankirk,3000
sethwilliams,3000
jacobharris,3000
chrismoore,3000
coltondowell,3000
masonkinsey,3000
kylephilips,3000
kearisjackson,3000
nickwestbrook-ikhine,3000
shismith,3000
tre'shaunharrison,3000
dyamibrown,3000
byronpringle,3000
jamisoncrowder,3000
mitchelltinsley,3000
daxmilne,3000
brycentremayne,3000
kazmeirallen,3000
jalentolbert,3000
kavontaeturpin,3000
johnstephensjr.,3000
jalenbrooks,3000
daviddurden,3000
martavisbryant,3000
jalencropper,3000
tyronbilly-johnson,3000
noahfant,2900
josholiver,2900
bears,2900
mikegesicki,2900
jonnusmith,2900
titans,2900
roberttonyan,2800
chargers,2800
adamtrautman,2800
broncos,2800
danielbellinger,2800
vikings,2700
donaldparhamjr.,2700
lucaskrull,2700
austinhooper,2700
colbyparkinson,2600
elijahhiggins,2600
marcedeslewis,2600
rams,2600
willdissly,2500
bradyrussell,2500
tylermabry,2500
travisvokolek,2500
blakewhiteheart,2500
geoffswaim,2500
bernhardseikovits,2500
tommytremble,2500
stephensullivan,2500
ianthomas,2500
giovanniricci,2500
haydenhurst,2500
chrispiercejr.,2500
jordanmatthews,2500
kokieft,2500
paynedurham,2500
davidwells,2500
tannertaula,2500
panthers,2500
drewsample,2500
harrisonbryant,2500
jordanakins,2500
zairemitchell-paden,2500
mitchellwilcox,2500
irvsmithjr.,2500
caladomitis,2500
t.j.hockenson,2500
nickmuse,2500
andrewdepaola,2500
troyfumagalli,2500
brockwright,2500
jamesmitchell,2500
anthonyfirkser,2500
shanezylstra,2500
bensims,2500
josiahdeguara,2500
tylerdavis,2500
joelwilson,2500
stephencarlson,2500
patrickscales,2500
stonesmartt,2500
nickvannett,2500
hunterkampmoyer,2500
stephenanderson,2500
noahgray,2500
blakebell,2500
jodyfortson,2500
izaiahgathings,2500
jameswinchester,2500
mattbushman,2500
colefotheringham,2500
zachgentry,2500
jesperhorsted,2500
johnsamuelshenker,2500
chrismanhertz,2500
nateadkins,2500
mitchellfraboni,2500
jeremyruckert,2500
kennyyeboah,2500
zackkuntz,2500
c.j.uzomah,2500
pharaohbrown,2500
mattsokol,2500
la'michaelpettway,2500
fostermoreau,2500
jimmygraham,2500
michaeljacobson,2500
zachwood,2500
tommyhudson,2500
mycolepruitt,2500
tuckerfisk,2500
johnfitzpatrick,2500
feleipefranks,2500
parkerhesse,2500
jackstoll,2500
grantcalcaterra,2500
albertokwuegbunam,2500
noahtogiai,2500
lawrencecager,2500
tyreejackson,2500
ryanjones,2500
charliewoerner,2500
davisallen,2500
rossdwelley,2500
braydenwillis,2500
cameronlatu,2500
jaketonges,2500
brycenhopkins,2500
hunterlong,2500
nikolakalinic,2500
millerforristall,2500
lukefarrell,2500
brentonstrange,2500
joshpederson,2500
kevinrader,2500
trevonwesco,2500
joshwhyle,2500
thomasodukoya,2500
devinasiasi,2500
johnbates,2500
coleturner,2500
curtishodges,2500
armanirogers,2500
brandondillon,2500
lukeschoonmaker,2500
peytonhendershot,2500
seanmckeon,2500
princetonfant,2500
cardinals,2400
giants,2300
commanders,2200
