player_name,player_position_id,rank_ecr,pos_rank,projected_points,salary
patrickmahomes,QB,2,QB2,22.1,8300.0
joshallen,QB,3,QB3,21.2,8200.0
lamarjackson,QB,5,QB5,19.1,7600.0
justinherbert,QB,6,QB6,18.4,8000.0
genosmith,QB,7,QB7,17.8,6000.0
matthewstafford,QB,9,QB9,16.9,6500.0
jordanlove,QB,10,QB10,16.7,5800.0
samhowell,QB,11,QB11,16.4,5500.0
russellwilson,QB,12,QB12,16.1,5400.0
jaredgoff,QB,13,QB13,15.8,6400.0
deshaunwatson,QB,14,QB14,15.6,5700.0
bakermayfield,QB,17,QB17,15.1,5300.0
joshuadobbs,QB,18,QB18,15.0,5300.0
kennypickett,QB,20,QB20,14.4,5000.0
desmondridder,QB,21,QB21,14.1,5200.0
tyrodtaylor,QB,22,QB22,13.7,5100.0
gardnerminshew,QB,23,QB23,13.1,5200.0
brianhoyer,QB,24,QB24,12.5,4900.0
tysonbagent,QB,25,QB25,11.8,4900.0
macjones,QB,26,QB26,11.2,4900.0
aidano'connell,QB,27,QB27,0.0,4700.0
malikcunningham,QB,28,QB28,0.0,4800.0
danieljones,QB,30,QB30,0.0,5600.0
baileyzappe,QB,31,QB31,0.0,4500.0
blainegabbert,QB,35,QB35,0.0,4600.0
jacobybrissett,QB,36,QB36,0.0,4600.0
eastonstick,QB,38,QB38,0.0,4800.0
seanclifford,QB,39,QB39,0.0,4100.0
kyletrask,QB,40,QB40,0.0,4500.0
drewlock,QB,41,QB41,0.0,4700.0
kennethwalker,RB,1,RB1,18.5,7000.0
austinekeler,RB,2,RB2,18.3,8600.0
joshjacobs,RB,3,RB3,18.2,7400.0
saquonbarkley,RB,8,RB8,16.1,8100.0
bijanrobinson,RB,9,RB9,15.9,7300.0
isiahpacheco,RB,10,RB10,15.8,6100.0
aaronjones,RB,11,RB11,15.0,6800.0
jahmyrgibbs,RB,12,RB12,15.0,6300.0
jeromeford,RB,13,RB13,14.8,5100.0
jamescook,RB,14,RB14,12.8,6400.0
brianrobinsonjr.,RB,15,RB15,12.4,5800.0
rhamondrestevenson,RB,16,RB16,12.2,5600.0
rachaadwhite,RB,17,RB17,12.2,5100.0
jonathantaylor,RB,19,RB19,12.2,6500.0
javontewilliams,RB,21,RB21,10.8,5400.0
jaylenwarren,RB,22,RB22,10.7,5000.0
najeeharris,RB,23,RB23,9.8,5200.0
zackmoss,RB,24,RB24,9.6,6200.0
jaleelmclaughlin,RB,25,RB25,8.9,5000.0
d'ontaforeman,RB,26,RB26,8.3,4800.0
kareemhunt,RB,27,RB27,8.1,5000.0
ajdillon,RB,28,RB28,8.1,5300.0
gusedwards,RB,29,RB29,8.0,4800.0
justicehill,RB,30,RB30,7.8,4600.0
lataviusmurray,RB,31,RB31,7.7,4400.0
keaontayingram,RB,32,RB32,7.3,4900.0
roycefreeman,RB,33,RB33,7.0,4000.0
tylerallgeier,RB,34,RB34,7.0,4500.0
ezekielelliott,RB,35,RB35,6.9,4800.0
antoniogibson,RB,36,RB36,6.6,4700.0
craigreynolds,RB,38,RB38,6.4,4900.0
jerickmckinnon,RB,40,RB40,5.9,4700.0
zachevans,RB,41,RB41,5.8,4000.0
emaridemercado,RB,44,RB44,5.6,4800.0
samajeperine,RB,45,RB45,5.3,4500.0
joshuakelley,RB,46,RB46,5.2,5200.0
ke'shawnvaughn,RB,47,RB47,5.1,4400.0
darryntonevans,RB,49,RB49,5.1,4000.0
damienwilliams,RB,50,RB50,4.4,4000.0
clydeedwards-helaire,RB,54,RB54,3.8,4200.0
deejaydallas,RB,56,RB56,3.4,4000.0
mattbreida,RB,58,RB58,3.3,4800.0
cordarrellepatterson,RB,60,RB60,2.7,4000.0
ameerabdullah,RB,61,RB61,2.6,4000.0
zachcharbonnet,RB,62,RB62,2.5,4300.0
zamirwhite,RB,63,RB63,2.5,4700.0
travishomer,RB,65,RB65,2.2,4500.0
tymontgomery,RB,66,RB66,1.9,3000.0
chrisrodriguezjr.,RB,67,RB67,1.8,4000.0
pierrestrongjr.,RB,68,RB68,1.7,4200.0
keatonmitchell,RB,69,RB69,1.7,4000.0
devineozigbo,RB,70,RB70,1.4,4400.0
mylesgaskin,RB,72,RB72,1.0,4400.0
patrickricard,RB,73,RB73,0.9,4000.0
seantucker,RB,74,RB74,0.7,4300.0
ericgray,RB,77,RB77,0.5,4000.0
isaiahspiller,RB,78,RB78,0.5,4500.0
khariblasingame,RB,79,RB79,0.4,4000.0
reggiegilliam,RB,80,RB80,0.4,4000.0
jakobjohnson,RB,81,RB81,0.3,4000.0
garybrightwell,RB,82,RB82,0.3,4000.0
tyjohnson,RB,84,RB84,0.3,4000.0
michaelburton,RB,85,RB85,0.3,4000.0
treysermon,RB,86,RB86,0.3,4000.0
keithsmith,RB,88,RB88,0.1,4000.0
