player_name,player_team_id,player_position_id,rank_ecr,pos_rank,projected_points,salary
jalenhurts,PHI,QB,1,QB1,23.8,8300.0
joshallen,BUF,QB,3,QB3,21.8,8200.0
lamarjackson,BAL,QB,4,QB4,21.1,7700.0
brockpurdy,SF,QB,5,QB5,20.4,7000.0
patrickmahomes,KC,QB,6,QB6,19.7,7500.0
justinfields,CHI,QB,7,QB7,18.8,7300.0
c.j.stroud,HOU,QB,8,QB8,17.9,7100.0
matthewstafford,LAR,QB,9,QB9,17.1,6600.0
kylermurray,ARI,QB,10,QB10,16.7,6300.0
bakermayfield,TB,QB,11,QB11,16.4,6100.0
genosmith,SEA,QB,14,QB14,16.0,5900.0
tuatagovailoa,MIA,QB,15,QB15,15.9,7400.0
derekcarr,NO,QB,16,QB16,15.7,5500.0
gardnerminshew,IND,QB,17,QB17,15.5,5700.0
jakebrowning,CIN,QB,18,QB18,15.2,5800.0
tyrodtaylor,NYG,QB,20,QB20,14.8,4600.0
jarrettstidham,DEN,QB,22,QB22,14.2,4800.0
eastonstick,LAC,QB,23,QB23,14.0,5100.0
aidano'connell,LV,QB,24,QB24,13.8,5300.0
bryceyoung,CAR,QB,25,QB25,13.5,4900.0
taylorheinicke,ATL,QB,26,QB26,13.2,4900.0
willlevis,TEN,QB,27,QB27,12.9,5200.0
masonrudolph,PIT,QB,28,QB28,12.4,5000.0
c.j.beathard,JAC,QB,29,QB29,12.0,5100.0
samhowell,WAS,QB,30,QB30,11.7,5600.0
baileyzappe,NE,QB,31,QB31,11.2,4800.0
jacobybrissett,WAS,QB,32,QB32,10.9,4900.0
ryantannehill,TEN,QB,35,QB35,0.0,4900.0
tommydevito,NYG,QB,36,QB36,0.0,5200.0
russellwilson,DEN,QB,38,QB38,0.0,6000.0
casekeenum,HOU,QB,39,QB39,0.0,4900.0
kennypickett,PIT,QB,40,QB40,0.0,5000.0
jakefromm,WAS,QB,41,QB41,0.0,4000.0
christianmccaffrey,SF,RB,1,RB1,24.8,9600.0
kyrenwilliams,LAR,RB,2,RB2,18.8,8300.0
rachaadwhite,TB,RB,3,RB3,17.4,7600.0
jamescook,BUF,RB,4,RB4,17.4,7100.0
travisetiennejr.,JAC,RB,5,RB5,16.5,7200.0
jonathantaylor,IND,RB,6,RB6,16.3,7300.0
alvinkamara,NO,RB,7,RB7,16.2,7500.0
d'andreswift,PHI,RB,8,RB8,16.0,6500.0
saquonbarkley,NYG,RB,10,RB10,15.7,6900.0
bijanrobinson,ATL,RB,12,RB12,14.9,6600.0
austinekeler,LAC,RB,14,RB14,14.4,6700.0
kennethwalker,SEA,RB,15,RB15,14.4,6100.0
joemixon,CIN,RB,17,RB17,13.8,6400.0
derrickhenry,TEN,RB,18,RB18,13.6,6900.0
ezekielelliott,NE,RB,20,RB20,13.4,6000.0
zamirwhite,LV,RB,21,RB21,13.3,5100.0
de'vonachane,MIA,RB,22,RB22,13.3,6700.0
devinsingletary,HOU,RB,23,RB23,13.1,5600.0
jamesconner,ARI,RB,24,RB24,12.9,5900.0
chubahubbard,CAR,RB,25,RB25,12.6,5800.0
javontewilliams,DEN,RB,27,RB27,12.5,5600.0
isiahpacheco,KC,RB,28,RB28,12.4,6800.0
jaylenwarren,PIT,RB,29,RB29,12.1,5500.0
najeeharris,PIT,RB,30,RB30,11.4,5000.0
antoniogibson,WAS,RB,32,RB32,10.7,5200.0
tyjaespears,TEN,RB,33,RB33,10.6,4700.0
gusedwards,BAL,RB,34,RB34,10.6,5900.0
justicehill,BAL,RB,35,RB35,9.4,4700.0
clydeedwards-helaire,KC,RB,37,RB37,8.8,5300.0
khalilherbert,CHI,RB,38,RB38,8.3,5400.0
chasebrown,CIN,RB,39,RB39,7.6,4700.0
brianrobinsonjr.,WAS,RB,40,RB40,7.5,5700.0
zachcharbonnet,SEA,RB,41,RB41,7.4,4600.0
tylerallgeier,ATL,RB,42,RB42,7.2,4800.0
roschonjohnson,CHI,RB,43,RB43,7.0,4900.0
jaleelmclaughlin,DEN,RB,44,RB44,7.0,4400.0
kennethgainwell,PHI,RB,45,RB45,6.7,5100.0
samajeperine,DEN,RB,47,RB47,6.7,4800.0
raheemmostert,MIA,RB,49,RB49,6.0,7000.0
milessanders,CAR,RB,50,RB50,5.7,4400.0
cordarrellepatterson,ATL,RB,51,RB51,5.7,4300.0
d'ontaforeman,CHI,RB,52,RB52,5.6,5000.0
leonardfournette,BUF,RB,53,RB53,5.4,4400.0
dameonpierce,HOU,RB,54,RB54,5.1,4500.0
jamaalwilliams,NO,RB,55,RB55,5.0,4300.0
emaridemercado,ARI,RB,56,RB56,4.5,4600.0
jeffwilsonjr.,MIA,RB,57,RB57,4.5,4100.0
d'ernestjohnson,JAC,RB,58,RB58,4.4,4600.0
chaseedmonds,TB,RB,59,RB59,4.3,4400.0
ameerabdullah,LV,RB,60,RB60,4.1,4800.0
kevinharris,NE,RB,61,RB61,4.0,4500.0
isaiahspiller,LAC,RB,62,RB62,4.0,4400.0
mattbreida,NYG,RB,64,RB64,3.9,4700.0
ronnierivers,LAR,RB,65,RB65,3.8,4200.0
lataviusmurray,BUF,RB,66,RB66,3.8,4300.0
joshuakelley,LAC,RB,68,RB68,3.0,4200.0
elijahmitchell,SF,RB,69,RB69,3.0,4800.0
treysermon,IND,RB,70,RB70,2.9,4300.0
jordanmason,SF,RB,71,RB71,2.9,4700.0
tylergoodson,IND,RB,73,RB73,2.7,4200.0
dareogunbowale,HOU,RB,75,RB75,2.6,4000.0
michaelcarter,ARI,RB,76,RB76,2.0,4000.0
bostonscott,PHI,RB,77,RB77,1.9,4600.0
kylejuszczyk,SF,RB,78,RB78,1.9,4000.0
roycefreeman,LAR,RB,80,RB80,1.6,4400.0
alecingold,MIA,RB,81,RB81,1.4,4000.0
derrickgore,WAS,RB,82,RB82,1.4,4400.0
patrickricard,BAL,RB,83,RB83,1.2,4000.0
la'micalperine,KC,RB,84,RB84,1.1,4500.0
tankbigsby,JAC,RB,85,RB85,1.0,4100.0
raheemblackshear,CAR,RB,87,RB87,0.9,4000.0
denericprince,KC,RB,88,RB88,0.8,4000.0
joshjacobs,LV,RB,91,RB91,0.5,6200.0
melvingordon,BAL,RB,92,RB92,0.4,4500.0
trayveonwilliams,CIN,RB,93,RB93,0.4,4000.0
tyjohnson,BUF,RB,94,RB94,0.4,4000.0
deejaydallas,SEA,RB,95,RB95,0.4,4000.0
ericgray,NYG,RB,96,RB96,0.4,4000.0
michaelburton,DEN,RB,97,RB97,0.0,4000.0
brandonbolden,LV,RB,99,RB99,0.0,4000.0
jamycalhasty,NE,RB,100,RB100,0.0,4000.0
kendremiller,NO,RB,101,RB101,0.0,4000.0
reggiegilliam,BUF,RB,103,RB103,0.0,4000.0
khariblasingame,CHI,RB,104,RB104,0.0,4000.0
jakobjohnson,LV,RB,105,RB105,0.0,4000.0
chrisbrooks,MIA,RB,106,RB106,0.0,4000.0
keaontayingram,KC,RB,107,RB107,0.0,4000.0
travishomer,CHI,RB,108,RB108,0.0,4000.0
adamprentice,NO,RB,111,RB111,0.0,4000.0
seantucker,TB,RB,114,RB114,0.0,4000.0
kennymcintosh,SEA,RB,115,RB115,0.0,4000.0
tyreekhill,MIA,WR,2,WR2,21.6,9300.0
a.j.brown,PHI,WR,5,WR5,17.3,8600.0
deebosamuel,SF,WR,6,WR6,17.2,7700.0
pukanacua,LAR,WR,7,WR7,16.0,7900.0
mikeevans,TB,WR,8,WR8,16.2,7800.0
brandonaiyuk,SF,WR,9,WR9,15.8,7000.0
chrisolave,NO,WR,10,WR10,15.8,6800.0
cooperkupp,LAR,WR,11,WR11,15.7,8100.0
rasheerice,KC,WR,12,WR12,15.5,6900.0
stefondiggs,BUF,WR,13,WR13,15.5,8200.0
michaelpittmanjr.,IND,WR,14,WR14,15.3,7500.0
nicocollins,HOU,WR,15,WR15,15.2,7200.0
davanteadams,LV,WR,16,WR16,15.0,7400.0
devontasmith,PHI,WR,17,WR17,14.9,7300.0
djmoore,CHI,WR,18,WR18,14.5,6600.0
dkmetcalf,SEA,WR,19,WR19,14.8,7100.0
chrisgodwin,TB,WR,20,WR20,14.3,6100.0
deandrehopkins,TEN,WR,21,WR21,13.6,6000.0
calvinridley,JAC,WR,22,WR22,13.5,6700.0
zayflowers,BAL,WR,23,WR23,13.3,5600.0
teehiggins,CIN,WR,24,WR24,13.5,6500.0
tylerlockett,SEA,WR,25,WR25,12.9,5700.0
georgepickens,PIT,WR,28,WR28,12.5,5300.0
terrymclaurin,WAS,WR,29,WR29,12.4,5500.0
adamthielen,CAR,WR,30,WR30,11.7,5900.0
drakelondon,ATL,WR,31,WR31,11.5,5000.0
diontaejohnson,PIT,WR,32,WR32,11.3,5000.0
noahbrown,HOU,WR,33,WR33,11.0,5100.0
jakobimeyers,LV,WR,35,WR35,10.9,5300.0
jaxonsmith-njigba,SEA,WR,36,WR36,10.8,4800.0
rashidshaheed,NO,WR,37,WR37,10.7,4600.0
jerryjeudy,DEN,WR,39,WR39,10.4,5100.0
demariodouglas,NE,WR,40,WR40,10.3,4300.0
demarcusrobinson,LAR,WR,41,WR41,10.1,4600.0
joshdowns,IND,WR,42,WR42,10.0,5400.0
gabedavis,BUF,WR,44,WR44,9.8,5500.0
curtissamuel,WAS,WR,45,WR45,9.7,4400.0
odellbeckhamjr.,BAL,WR,46,WR46,9.5,4500.0
wan'dalerobinson,NYG,WR,47,WR47,9.2,4000.0
tylerboyd,CIN,WR,48,WR48,9.1,4700.0
michaelwilson,ARI,WR,51,WR51,8.6,3500.0
dariusslayton,NYG,WR,52,WR52,8.4,3400.0
quentinjohnston,LAC,WR,53,WR53,8.3,3700.0
jonathanmingo,CAR,WR,54,WR54,8.1,3500.0
devanteparker,NE,WR,55,WR55,8.1,3600.0
djcharkjr.,CAR,WR,56,WR56,7.8,3600.0
gregdortch,ARI,WR,57,WR57,7.6,4200.0
alecpierce,IND,WR,58,WR58,7.6,3900.0
jahandotson,WAS,WR,59,WR59,7.5,4100.0
treylonburks,TEN,WR,60,WR60,7.3,3300.0
cedrickwilsonjr.,MIA,WR,61,WR61,7.2,3600.0
justinwatson,KC,WR,62,WR62,7.1,3400.0
rashodbateman,BAL,WR,65,WR65,6.9,3600.0
parkerwashington,JAC,WR,66,WR66,6.9,3800.0
zayjones,JAC,WR,67,WR67,6.8,4000.0
khalilshakir,BUF,WR,68,WR68,6.7,3400.0
robertwoods,HOU,WR,69,WR69,6.7,3700.0
rondalemoore,ARI,WR,70,WR70,6.5,3600.0
jalinhyatt,NYG,WR,73,WR73,5.9,3200.0
treypalmer,TB,WR,74,WR74,5.8,3300.0
ja'marrchase,CIN,WR,75,WR75,5.5,7600.0
tretucker,LV,WR,77,WR77,5.7,3300.0
brandonjohnson,DEN,WR,78,WR78,5.4,3300.0
nelsonagholor,BAL,WR,79,WR79,5.2,3300.0
marquezvaldes-scantling,KC,WR,80,WR80,5.0,3100.0
a.t.perry,NO,WR,81,WR81,4.9,3500.0
marvinmimsjr.,DEN,WR,82,WR82,4.9,3500.0
chrismoore,TEN,WR,84,WR84,4.8,3000.0
allenrobinson,PIT,WR,85,WR85,4.8,3200.0
jamalagnew,JAC,WR,88,WR88,4.5,3300.0
andreiiosivas,CIN,WR,89,WR89,4.5,3200.0
braxtonberrios,MIA,WR,90,WR90,4.3,3300.0
hunterrenfrow,LV,WR,91,WR91,4.4,3100.0
alexerickson,LAC,WR,93,WR93,4.2,3200.0
tylerscott,CHI,WR,94,WR94,4.2,3200.0
lil'jordanhumphrey,DEN,WR,95,WR95,4.0,3100.0
richiejamesjr.,KC,WR,96,WR96,4.0,3000.0
tutuatwell,LAR,WR,97,WR97,3.9,3400.0
jalenguyton,LAC,WR,98,WR98,3.8,3000.0
trentonirwin,CIN,WR,100,WR100,3.8,3300.0
jalenreagor,NE,WR,101,WR101,3.7,3000.0
isaiahhodgins,NYG,WR,102,WR102,3.7,3000.0
xavierhutchinson,HOU,WR,103,WR103,3.7,3000.0
tyquanthornton,NE,WR,105,WR105,3.5,3000.0
d.j.montgomery,IND,WR,106,WR106,3.5,3200.0
johnmetchie,HOU,WR,108,WR108,3.2,3000.0
ihmirsmith-marsette,CAR,WR,109,WR109,3.3,3200.0
timjones,JAC,WR,111,WR111,3.0,3000.0
vanjefferson,ATL,WR,113,WR113,2.9,3000.0
mecolehardmanjr.,KC,WR,114,WR114,2.9,3000.0
equanimeousst.brown,CHI,WR,115,WR115,2.9,3000.0
lynnbowdenjr.,NO,WR,116,WR116,2.8,3000.0
juliojones,PHI,WR,118,WR118,2.6,3000.0
velusjonesjr.,CHI,WR,119,WR119,2.5,3000.0
deriusdavis,LAC,WR,120,WR120,2.5,3000.0
khadarelhodge,ATL,WR,121,WR121,2.5,3000.0
jakebobo,SEA,WR,122,WR122,2.3,3200.0
calvinaustin,PIT,WR,123,WR123,2.3,3100.0
davidmoore,TB,WR,124,WR124,2.2,3100.0
robbiechosen,MIA,WR,125,WR125,2.2,3000.0
trentsherfield,BUF,WR,126,WR126,2.2,3000.0
rivercracraft,MIA,WR,127,WR127,2.0,3000.0
olamidezaccheaus,PHI,WR,128,WR128,1.9,3000.0
ronniebell,SF,WR,129,WR129,1.9,3300.0
dyamibrown,WAS,WR,130,WR130,1.9,3000.0
byronpringle,WAS,WR,131,WR131,1.8,3000.0
williesnead,SF,WR,132,WR132,1.8,3000.0
zachpascal,ARI,WR,133,WR133,1.8,3000.0
kylephilips,TEN,WR,135,WR135,1.7,3000.0
justynross,KC,WR,136,WR136,1.6,3000.0
coltondowell,TEN,WR,140,WR140,1.2,3000.0
quezwatkins,PHI,WR,141,WR141,1.1,3400.0
deventhompkins,TB,WR,142,WR142,1.1,3000.0
