player_name,player_team_id,player_position_id,rank_ecr,pos_rank,projected_points,salary
joshallen,BUF,QB,3,QB3,21.3,8300.0
patrickmahomes,KC,QB,4,QB4,20.8,7900.0
lamarjackson,BAL,QB,6,QB6,19.3,7700.0
justinfields,CHI,QB,7,QB7,18.9,6800.0
brockpurdy,SF,QB,8,QB8,18.3,6500.0
justinherbert,LAC,QB,9,QB9,17.6,7500.0
russellwilson,DEN,QB,11,QB11,16.7,5800.0
joshuadobbs,MIN,QB,12,QB12,16.2,5900.0
jaredgoff,DET,QB,13,QB13,16.0,6400.0
c.j.stroud,HOU,QB,14,QB14,15.8,7600.0
jakebrowning,CIN,QB,15,QB15,15.5,5200.0
gardnerminshew,IND,QB,16,QB16,15.1,5400.0
bakermayfield,TB,QB,17,QB17,14.7,5300.0
desmondridder,ATL,QB,18,QB18,14.2,5000.0
matthewstafford,LAR,QB,19,QB19,13.7,6000.0
genosmith,SEA,QB,20,QB20,13.3,5700.0
joeflacco,CLE,QB,21,QB21,12.9,4700.0
derekcarr,NO,QB,23,QB23,12.4,5600.0
aidano'connell,LV,QB,24,QB24,12.1,5100.0
bryceyoung,CAR,QB,26,QB26,11.7,4900.0
trevorlawrence,JAC,QB,28,QB28,10.8,6700.0
zachwilson,NYJ,QB,29,QB29,10.4,4700.0
c.j.beathard,JAC,QB,31,QB31,8.5,4900.0
jameiswinston,NO,QB,32,QB32,6.3,5500.0
drewlock,SEA,QB,33,QB33,4.0,4500.0
trevorsiemian,NYJ,QB,35,QB35,0.0,4700.0
nickmullens,MIN,QB,36,QB36,0.0,4500.0
p.j.walker,FA,QB,38,QB38,0.0,4600.0
dorianthompson-robinson,CLE,QB,40,QB40,0.0,4800.0
brettrypien,NYJ,QB,42,QB42,0.0,4000.0
christianmccaffrey,SF,RB,1,RB1,23.7,9200.0
alvinkamara,NO,RB,2,RB2,18.9,8200.0
zackmoss,IND,RB,3,RB3,17.2,5900.0
bijanrobinson,ATL,RB,5,RB5,16.3,6500.0
rachaadwhite,TB,RB,6,RB6,15.8,6800.0
austinekeler,LAC,RB,7,RB7,15.8,7600.0
joshjacobs,LV,RB,8,RB8,15.7,6900.0
kyrenwilliams,LAR,RB,10,RB10,15.6,7300.0
joemixon,CIN,RB,11,RB11,15.3,6100.0
jahmyrgibbs,DET,RB,13,RB13,14.6,6600.0
javontewilliams,DEN,RB,14,RB14,14.4,5800.0
davidmontgomery,DET,RB,15,RB15,14.0,6400.0
travisetiennejr.,JAC,RB,16,RB16,13.4,7000.0
breecehall,NYJ,RB,17,RB17,13.2,6200.0
jamescook,BUF,RB,19,RB19,12.6,6000.0
chubahubbard,CAR,RB,24,RB24,11.6,5600.0
jeromeford,CLE,RB,25,RB25,11.6,5500.0
alexandermattison,MIN,RB,26,RB26,11.4,5500.0
keatonmitchell,BAL,RB,27,RB27,11.1,4900.0
jerickmckinnon,KC,RB,30,RB30,10.2,4800.0
devinsingletary,HOU,RB,31,RB31,10.0,5700.0
gusedwards,BAL,RB,32,RB32,9.5,5900.0
clydeedwards-helaire,KC,RB,33,RB33,9.4,4200.0
kareemhunt,CLE,RB,35,RB35,8.9,4800.0
dameonpierce,HOU,RB,36,RB36,8.2,5000.0
roschonjohnson,CHI,RB,37,RB37,7.9,4900.0
kennethwalker,SEA,RB,38,RB38,7.9,6300.0
tychandler,MIN,RB,39,RB39,7.3,4600.0
zachcharbonnet,SEA,RB,40,RB40,7.0,5400.0
khalilherbert,CHI,RB,41,RB41,6.8,5100.0
milessanders,CAR,RB,42,RB42,6.5,4300.0
samajeperine,DEN,RB,43,RB43,6.4,4600.0
joshuakelley,LAC,RB,44,RB44,6.4,4700.0
tylerallgeier,ATL,RB,45,RB45,6.3,4400.0
lataviusmurray,BUF,RB,48,RB48,5.5,4600.0
dalvincook,NYJ,RB,49,RB49,5.5,4400.0
chasebrown,CIN,RB,50,RB50,5.5,4400.0
d'ontaforeman,CHI,RB,51,RB51,5.4,5200.0
d'ernestjohnson,JAC,RB,52,RB52,5.3,4700.0
jamaalwilliams,NO,RB,53,RB53,5.3,4300.0
cordarrellepatterson,ATL,RB,55,RB55,4.9,4200.0
jaleelmclaughlin,DEN,RB,56,RB56,4.2,4100.0
justicehill,BAL,RB,57,RB57,4.1,4000.0
roycefreeman,LAR,RB,58,RB58,3.9,4400.0
chaseedmonds,TB,RB,60,RB60,3.6,4300.0
deejaydallas,SEA,RB,61,RB61,3.5,4700.0
tyjohnson,BUF,RB,62,RB62,3.5,4400.0
jordanmason,SF,RB,63,RB63,3.2,4500.0
kylejuszczyk,SF,RB,65,RB65,3.0,4000.0
treysermon,IND,RB,66,RB66,3.0,4000.0
pierrestrongjr.,CLE,RB,68,RB68,2.3,4000.0
dareogunbowale,HOU,RB,69,RB69,2.2,4000.0
ameerabdullah,LV,RB,70,RB70,1.9,4300.0
trayveonwilliams,CIN,RB,72,RB72,1.5,4700.0
tankbigsby,JAC,RB,74,RB74,1.5,4400.0
raheemblackshear,CAR,RB,75,RB75,1.4,4000.0
tylergoodson,IND,RB,76,RB76,1.2,4000.0
zamirwhite,LV,RB,77,RB77,1.2,4100.0
israelabanikanda,NYJ,RB,78,RB78,1.1,4000.0
denericprince,KC,RB,81,RB81,1.0,4000.0
craigreynolds,DET,RB,82,RB82,0.9,4000.0
michaelburton,DEN,RB,83,RB83,0.9,4000.0
patrickricard,BAL,RB,84,RB84,0.8,4000.0
adamprentice,NO,RB,86,RB86,0.6,4000.0
elijahmitchell,SF,RB,87,RB87,0.6,4300.0
c.j.ham,MIN,RB,88,RB88,0.6,4000.0
kennymcintosh,SEA,RB,89,RB89,0.5,4000.0
keithsmith,ATL,RB,90,RB90,0.4,4000.0
seantucker,TB,RB,91,RB91,0.4,4000.0
reggiegilliam,BUF,RB,93,RB93,0.4,4000.0
nickbawden,NYJ,RB,94,RB94,0.3,4000.0
zachevans,LAR,RB,96,RB96,0.0,4000.0
khariblasingame,CHI,RB,98,RB98,0.0,4000.0
ke'shawnvaughn,TB,RB,99,RB99,0.0,4000.0
jakobjohnson,LV,RB,100,RB100,0.0,4000.0
keaontayingram,KC,RB,101,RB101,0.0,4000.0
la'micalperine,KC,RB,103,RB103,0.0,4000.0
kenenwangwu,MIN,RB,104,RB104,0.0,4000.0
keenanallen,LAC,WR,3,WR3,19.4,8600.0
amon-rast.brown,DET,WR,4,WR4,17.6,8200.0
stefondiggs,BUF,WR,6,WR6,17.1,8800.0
mikeevans,TB,WR,7,WR7,16.8,7700.0
michaelpittmanjr.,IND,WR,8,WR8,16.1,7300.0
justinjefferson,MIN,WR,9,WR9,15.8,8500.0
ja'marrchase,CIN,WR,10,WR10,15.8,7600.0
djmoore,CHI,WR,11,WR11,15.5,6500.0
deebosamuel,SF,WR,12,WR12,14.7,6800.0
brandonaiyuk,SF,WR,14,WR14,14.7,6900.0
chrisolave,NO,WR,15,WR15,14.6,7000.0
davanteadams,LV,WR,17,WR17,14.5,7500.0
nicocollins,HOU,WR,18,WR18,14.3,7600.0
dkmetcalf,SEA,WR,19,WR19,13.4,6700.0
pukanacua,LAR,WR,20,WR20,13.3,7100.0
courtlandsutton,DEN,WR,22,WR22,13.2,6100.0
rasheerice,KC,WR,23,WR23,12.4,5400.0
cooperkupp,LAR,WR,24,WR24,12.4,7400.0
zayflowers,BAL,WR,25,WR25,12.1,5700.0
garrettwilson,NYJ,WR,28,WR28,11.7,5500.0
drakelondon,ATL,WR,29,WR29,11.5,4600.0
adamthielen,CAR,WR,30,WR30,11.3,6300.0
calvinridley,JAC,WR,31,WR31,11.2,6400.0
tylerlockett,SEA,WR,33,WR33,11.0,5600.0
chrisgodwin,TB,WR,34,WR34,10.9,6000.0
joshdowns,IND,WR,35,WR35,10.5,4900.0
