player_name,player_position_id,rank_ecr,pos_rank,projected_points,salary
dakprescott,QB,4,QB4,20.3,7300.0
joshallen,QB,5,QB5,19.8,8200.0
tuatagovailoa,QB,6,QB6,19.4,7700.0
c.j.stroud,QB,7,QB7,18.9,7000.0
jaredgoff,QB,8,QB8,18.4,6600.0
kylermurray,QB,9,QB9,18.2,6100.0
samhowell,QB,10,QB10,18.0,6300.0
justinherbert,QB,11,QB11,17.8,7600.0
brockpurdy,QB,12,QB12,17.5,5800.0
justinfields,QB,13,QB13,17.2,6900.0
trevorlawrence,QB,15,QB15,16.6,6000.0
genosmith,QB,17,QB17,16.0,5900.0
jordanlove,QB,18,QB18,15.6,5600.0
matthewstafford,QB,19,QB19,15.1,6400.0
bakermayfield,QB,20,QB20,14.6,5300.0
willlevis,QB,21,QB21,14.1,5200.0
zachwilson,QB,22,QB22,13.8,4800.0
aidano'connell,QB,23,QB23,13.5,4900.0
dorianthompson-robinson,QB,24,QB24,13.1,4500.0
bryceyoung,QB,25,QB25,12.8,5100.0
kennypickett,QB,26,QB26,12.5,4800.0
tommydevito,QB,27,QB27,12.1,5000.0
p.j.walker,QB,28,QB28,0.0,4900.0
tysonbagent,QB,29,QB29,0.0,5000.0
claytontune,QB,30,QB30,0.0,4700.0
mitchtrubisky,QB,31,QB31,0.0,4600.0
jimmygaroppolo,QB,32,QB32,0.0,4800.0
andydalton,QB,33,QB33,0.0,4500.0
christianmccaffrey,RB,1,RB1,23.1,9300.0
austinekeler,RB,2,RB2,19.9,8600.0
travisetiennejr.,RB,3,RB3,16.8,7200.0
jahmyrgibbs,RB,4,RB4,16.1,7000.0
breecehall,RB,5,RB5,15.8,6400.0
joshjacobs,RB,6,RB6,15.7,6800.0
tonypollard,RB,7,RB7,14.9,6600.0
aaronjones,RB,10,RB10,14.7,6200.0
devinsingletary,RB,11,RB11,14.6,5300.0
de'vonachane,RB,12,RB12,13.8,6600.0
brianrobinsonjr.,RB,13,RB13,13.7,5800.0
kennethwalker,RB,14,RB14,13.7,6700.0
saquonbarkley,RB,15,RB15,13.5,7100.0
davidmontgomery,RB,17,RB17,13.2,6500.0
jamesconner,RB,18,RB18,12.9,5700.0
raheemmostert,RB,19,RB19,12.7,6900.0
derrickhenry,RB,20,RB20,12.7,6300.0
rachaadwhite,RB,21,RB21,12.5,6000.0
jaylenwarren,RB,23,RB23,12.1,5100.0
jeromeford,RB,24,RB24,11.9,5200.0
jamescook,RB,25,RB25,11.5,6100.0
darrellhendersonjr.,RB,26,RB26,11.2,5000.0
najeeharris,RB,27,RB27,10.9,5100.0
chubahubbard,RB,30,RB30,9.0,4900.0
kareemhunt,RB,31,RB31,8.8,4900.0
roycefreeman,RB,33,RB33,8.2,4500.0
zachcharbonnet,RB,34,RB34,8.0,4600.0
tyjaespears,RB,35,RB35,8.0,4600.0
khalilherbert,RB,36,RB36,7.9,4700.0
ajdillon,RB,37,RB37,7.2,4600.0
d'ontaforeman,RB,38,RB38,6.9,5600.0
ricodowdle,RB,39,RB39,6.9,4600.0
lataviusmurray,RB,41,RB41,6.5,4800.0
milessanders,RB,45,RB45,5.2,4600.0
joshuakelley,RB,47,RB47,5.1,4600.0
roschonjohnson,RB,49,RB49,4.9,4400.0
elijahmitchell,RB,50,RB50,4.7,4300.0
mikeboone,RB,51,RB51,4.5,4000.0
dalvincook,RB,52,RB52,4.4,4500.0
chaseedmonds,RB,53,RB53,4.0,4300.0
mattbreida,RB,54,RB54,3.6,4300.0
tankbigsby,RB,55,RB55,3.5,4200.0
chrisrodriguezjr.,RB,56,RB56,3.2,4000.0
keaontayingram,RB,57,RB57,2.9,4200.0
raheemblackshear,RB,58,RB58,2.6,4000.0
ameerabdullah,RB,59,RB59,2.6,4400.0
d'ernestjohnson,RB,61,RB61,2.4,4000.0
kylejuszczyk,RB,62,RB62,2.2,4000.0
alecingold,RB,64,RB64,2.0,4000.0
leonardfournette,RB,65,RB65,2.0,4000.0
pierrestrongjr.,RB,66,RB66,1.9,4000.0
zamirwhite,RB,67,RB67,1.5,4200.0
israelabanikanda,RB,68,RB68,1.3,4000.0
jashauncorbin,RB,72,RB72,0.9,4000.0
dareogunbowale,RB,73,RB73,0.8,4000.0
jordanmason,RB,74,RB74,0.8,4600.0
craigreynolds,RB,75,RB75,0.8,4600.0
salvonahmed,RB,76,RB76,0.6,4300.0
emanuelwilson,RB,77,RB77,0.6,4000.0
reggiegilliam,RB,78,RB78,0.6,4000.0
deejaydallas,RB,79,RB79,0.5,4000.0
hunterluepke,RB,80,RB80,0.5,4000.0
derrickgore,RB,83,RB83,0.4,4000.0
seantucker,RB,85,RB85,0.3,4000.0
khariblasingame,RB,86,RB86,0.3,4000.0
coreyclement,RB,87,RB87,0.0,4000.0
tyjohnson,RB,88,RB88,0.0,4300.0
ke'shawnvaughn,RB,89,RB89,0.0,4000.0
darryntonevans,RB,91,RB91,0.0,4000.0
anthonymcfarlandjr.,RB,92,RB92,0.0,4000.0
nickbawden,RB,93,RB93,0.0,4000.0
jakobjohnson,RB,94,RB94,0.0,4000.0
zachevans,RB,95,RB95,0.0,4000.0
tonyjonesjr.,RB,97,RB97,0.0,4000.0
travishomer,RB,99,RB99,0.0,4000.0
tyreekhill,WR,1,WR1,21.3,9300.0
ceedeelamb,WR,2,WR2,20.4,9200.0
amon-rast.brown,WR,3,WR3,20.1,8800.0
keenanallen,WR,5,WR5,18.6,9000.0
cooperkupp,WR,7,WR7,16.6,8100.0
stefondiggs,WR,8,WR8,15.9,9100.0
brandonaiyuk,WR,9,WR9,15.3,7200.0
jaylenwaddle,WR,10,WR10,15.0,7600.0
davanteadams,WR,11,WR11,14.9,7900.0
mikeevans,WR,12,WR12,14.8,7400.0
tankdell,WR,13,WR13,14.7,5900.0
pukanacua,WR,14,WR14,14.6,7100.0
garrettwilson,WR,15,WR15,14.5,6400.0
dkmetcalf,WR,17,WR17,14.3,6900.0
deebosamuel,WR,18,WR18,14.3,6300.0
christiankirk,WR,19,WR19,14.1,6000.0
terrymclaurin,WR,20,WR20,14.0,5800.0
marquisebrown,WR,21,WR21,13.7,5300.0
deandrehopkins,WR,22,WR22,13.5,6100.0
adamthielen,WR,23,WR23,13.6,7500.0
nicocollins,WR,24,WR24,13.2,6700.0
djmoore,WR,25,WR25,13.0,5600.0
tylerlockett,WR,26,WR26,12.8,6500.0
calvinridley,WR,28,WR28,12.3,5400.0
chrisgodwin,WR,29,WR29,12.5,6600.0
amaricooper,WR,31,WR31,11.8,6200.0
diontaejohnson,WR,33,WR33,11.1,5000.0
jakobimeyers,WR,36,WR36,9.9,6100.0
jahandotson,WR,37,WR37,9.8,5100.0
rondalemoore,WR,39,WR39,9.6,3300.0
christianwatson,WR,40,WR40,9.6,4600.0
jaxonsmith-njigba,WR,41,WR41,9.6,4300.0
romeodoubs,WR,42,WR42,9.6,5200.0
georgepickens,WR,43,WR43,9.5,4900.0
gabedavis,WR,44,WR44,9.5,5500.0
brandincooks,WR,45,WR45,9.5,4700.0
jaydenreed,WR,46,WR46,9.3,4000.0
curtissamuel,WR,47,WR47,8.9,3600.0
quentinjohnston,WR,48,WR48,8.7,4200.0
elijahmoore,WR,50,WR50,8.2,3500.0
robertwoods,WR,51,WR51,8.1,3700.0
tutuatwell,WR,52,WR52,8.2,3900.0
darnellmooney,WR,54,WR54,7.8,3300.0
joshreynolds,WR,55,WR55,7.7,3700.0
jonathanmingo,WR,56,WR56,7.6,3400.0
khalilshakir,WR,57,WR57,7.6,3200.0
wan'dalerobinson,WR,58,WR58,7.3,3500.0
kylephilips,WR,61,WR61,7.1,3000.0
dariusslayton,WR,62,WR62,6.9,3200.0
michaelgallup,WR,63,WR63,6.6,3800.0
treypalmer,WR,64,WR64,6.8,3000.0
jamesonwilliams,WR,65,WR65,6.4,3300.0
allenlazard,WR,67,WR67,5.9,3500.0
djcharkjr.,WR,69,WR69,5.8,3300.0
dontayvionwicks,WR,70,WR70,5.7,3300.0
nickwestbrook-ikhine,WR,71,WR71,5.7,3100.0
jalentolbert,WR,75,WR75,5.1,3200.0
jalinhyatt,WR,76,WR76,4.8,3000.0
hunterrenfrow,WR,77,WR77,4.8,3000.0
jauanjennings,WR,79,WR79,4.5,3600.0
kalifraymond,WR,80,WR80,4.5,3100.0
allenrobinson,WR,82,WR82,4.3,3000.0
jakebobo,WR,83,WR83,4.3,3200.0
dyamibrown,WR,84,WR84,4.3,3000.0
cedrickwilsonjr.,WR,86,WR86,3.9,3000.0
cedrictillman,WR,87,WR87,4.0,3000.0
chrismoore,WR,88,WR88,3.9,3000.0
zayjones,WR,89,WR89,3.8,4100.0
deriusdavis,WR,90,WR90,3.6,3000.0
tylerscott,WR,91,WR91,3.7,3000.0
xaviergipson,WR,92,WR92,3.6,3000.0
isaiahhodgins,WR,93,WR93,3.6,3000.0
calvinaustin,WR,94,WR94,3.6,3000.0
jamisoncrowder,WR,95,WR95,3.5,3100.0
johnmetchie,WR,97,WR97,3.2,3000.0
tretucker,WR,98,WR98,3.2,3000.0
timjones,WR,99,WR99,3.1,3000.0
donovanpeoples-jones,WR,100,WR100,3.1,3000.0
parriscampbell,WR,101,WR101,3.1,3000.0
gregdortch,WR,103,WR103,3.0,3000.0
trentsherfield,WR,104,WR104,3.0,3000.0
deventhompkins,WR,105,WR105,2.7,3000.0
byronpringle,WR,106,WR106,2.6,3000.0
equanimeousst.brown,WR,107,WR107,2.6,3000.0
deonteharty,WR,108,WR108,2.5,3000.0
sterlingshepard,WR,111,WR111,2.3,3000.0
rivercracraft,WR,112,WR112,2.3,3000.0
kavontaeturpin,WR,113,WR113,2.2,3000.0
simifehoko,WR,114,WR114,2.2,3000.0
maliktaylor,WR,115,WR115,1.9,3000.0
andrebaccellia,WR,116,WR116,1.8,3000.0
benskowronek,WR,117,WR117,1.8,3000.0
laviskashenaultjr.,WR,118,WR118,1.1,3000.0
lawrencecager,WR,119,WR119,1.7,2500.0
rakimjarrett,WR,120,WR120,1.5,3000.0
davidbell,WR,122,WR122,1.1,3000.0
deandrecarter,WR,123,WR123,1.0,3000.0
robbiechosen,WR,124,WR124,0.8,3000.0
ray-raymccloud,WR,125,WR125,0.9,3000.0
xavierhutchinson,WR,127,WR127,0.9,3000.0
ronniebell,WR,128,WR128,0.9,3000.0
demarcusrobinson,WR,129,WR129,0.4,3000.0
mikestrachan,WR,132,WR132,0.5,3000.0
malikheath,WR,133,WR133,0.3,3000.0
jamesproche,WR,134,WR134,0.2,3000.0
williesnead,WR,135,WR135,0.0,3000.0
milesboykin,WR,136,WR136,0.0,3000.0
trenttaylor,WR,137,WR137,0.0,3000.0
austintrammell,WR,138,WR138,0.0,3000.0
jalenbrooks,WR,139,WR139,0.0,3000.0
irvincharles,WR,140,WR140,0.0,3000.0
terrellbynum,WR,141,WR141,0.0,3000.0
codythompson,WR,144,WR144,0.0,3000.0
randallcobb,WR,146,WR146,0.0,3200.0
austinwatkinsjr.,WR,147,WR147,0.0,3000.0
jasonbrownlee,WR,148,WR148,0.0,3000.0
alexerickson,WR,149,WR149,0.0,3000.0
deeeskridge,WR,150,WR150,0.0,3000.0
coltondowell,WR,151,WR151,0.0,3000.0
parkerwashington,WR,153,WR153,0.0,3000.0
ihmirsmith-marsette,WR,156,WR156,0.0,3000.0
gunnerolszewski,WR,157,WR157,0.0,3000.0
stevensimsjr.,WR,158,WR158,0.0,3000.0
djturner,WR,159,WR159,0.0,3000.0
treymcbride,TE,4,TE4,12.4,4400.0
samlaporta,TE,5,TE5,12.3,5800.0
daltonkincaid,TE,6,TE6,12.2,4900.0
daltonschultz,TE,7,TE7,11.5,5000.0
georgekittle,TE,8,TE8,11.4,6400.0
evanengram,TE,9,TE9,11.4,4300.0
jakeferguson,TE,10,TE10,11.2,4600.0
loganthomas,TE,11,TE11,11.2,3700.0
colekmet,TE,12,TE12,9.7,4100.0
davidnjoku,TE,13,TE13,8.4,3900.0
lukemusgrave,TE,14,TE14,8.0,3600.0
tylerconklin,TE,15,TE15,7.7,2900.0
cadeotton,TE,16,TE16,7.5,3400.0
tylerhigbee,TE,17,TE17,7.2,3300.0
donaldparhamjr.,TE,19,TE19,6.9,3100.0
michaelmayer,TE,20,TE20,6.7,2700.0
noahfant,TE,22,TE22,5.3,2900.0
danielbellinger,TE,23,TE23,5.2,3000.0
patfreiermuth,TE,24,TE24,5.2,2500.0
tommytremble,TE,25,TE25,4.9,2500.0
colbyparkinson,TE,29,TE29,3.5,2500.0
johnbates,TE,31,TE31,3.3,2500.0
austinhooper,TE,32,TE32,3.2,2500.0
connorheyward,TE,33,TE33,3.1,3000.0
willdissly,TE,34,TE34,2.8,2500.0
brockwright,TE,35,TE35,2.6,2600.0
joshwhyle,TE,36,TE36,2.5,2500.0
stonesmartt,TE,37,TE37,2.5,2500.0
c.j.uzomah,TE,39,TE39,2.4,2500.0
geoffswaim,TE,41,TE41,2.3,2500.0
harrisonbryant,TE,42,TE42,2.2,2500.0
tuckerkraft,TE,46,TE46,2.1,2500.0
stephensullivan,TE,47,TE47,2.0,2500.0
brentonstrange,TE,48,TE48,2.0,2500.0
lukeschoonmaker,TE,50,TE50,1.8,2500.0
roberttonyan,TE,51,TE51,1.8,2500.0
ianthomas,TE,53,TE53,1.7,2500.0
jordanakins,TE,54,TE54,1.5,2500.0
jeremyruckert,TE,55,TE55,1.4,2500.0
lukefarrell,TE,56,TE56,1.3,2500.0
julianhill,TE,57,TE57,1.2,2500.0
elijahhiggins,TE,58,TE58,1.2,2500.0
paynedurham,TE,59,TE59,1.2,2500.0
brycenhopkins,TE,61,TE61,1.1,2500.0
darnellwashington,TE,63,TE63,1.0,2500.0
quintinmorris,TE,64,TE64,0.7,2500.0
josiahdeguara,TE,65,TE65,0.6,2500.0
nickvannett,TE,66,TE66,0.6,2500.0
seanmckeon,TE,67,TE67,0.6,2500.0
brevinjordan,TE,68,TE68,0.5,2500.0
tyreejackson,TE,69,TE69,0.5,2500.0
tylerkroft,TE,70,TE70,0.5,2500.0
trevonwesco,TE,71,TE71,0.3,2500.0
davisallen,TE,72,TE72,0.3,2500.0
andrewbeck,TE,73,TE73,0.2,4000.0
marcedeslewis,TE,74,TE74,0.0,2500.0
daltonkeene,TE,75,TE75,0.0,2500.0
rossdwelley,TE,76,TE76,0.0,2500.0
coleturner,TE,77,TE77,0.0,2500.0
charliewoerner,TE,79,TE79,0.0,2500.0
jesperhorsted,TE,81,TE81,0.0,2500.0
jamesmitchell,TE,82,TE82,0.0,2500.0
kokieft,TE,83,TE83,0.0,2500.0
kevinrader,TE,85,TE85,0.0,2500.0
cowboys,DST,1,DST1,8.6,4100.0
49ers,DST,2,DST2,8.3,3900.0
bills,DST,3,DST3,7.9,4000.0
commanders,DST,4,DST4,7.9,3600.0
browns,DST,5,DST5,8.0,3700.0
steelers,DST,6,DST6,7.3,3500.0
lions,DST,7,DST7,7.1,3800.0
dolphins,DST,8,DST8,6.9,3200.0
