player_name,player_position_id,rank_ecr,pos_rank,projected_points,salary
tuatagovailoa,QB,5,QB5,20.6,7600.0
justinfields,QB,6,QB6,19.8,7300.0
trevorlawrence,QB,8,QB8,18.8,6500.0
joeburrow,QB,9,QB9,18.2,6300.0
kirkcousins,QB,11,QB11,17.5,7100.0
genosmith,QB,13,QB13,16.7,5700.0
samhowell,QB,16,QB16,16.0,5500.0
c.j.stroud,QB,17,QB17,15.8,6000.0
brockpurdy,QB,18,QB18,15.5,5600.0
gardnerminshew,QB,21,QB21,14.7,5000.0
derekcarr,QB,23,QB23,14.4,5300.0
bryceyoung,QB,24,QB24,14.2,5100.0
desmondridder,QB,25,QB25,14.1,5000.0
jameiswinston,QB,33,QB33,0.0,4700.0
andydalton,QB,35,QB35,0.0,4800.0
dorianthompson-robinson,QB,36,QB36,0.0,4700.0
taylorheinicke,QB,38,QB38,0.0,4600.0
mikewhite,QB,40,QB40,0.0,4700.0
jacobybrissett,QB,41,QB41,0.0,4300.0
drewlock,QB,43,QB43,0.0,4900.0
samdarnold,QB,44,QB44,0.0,4500.0
c.j.beathard,QB,50,QB50,0.0,4800.0
davismills,QB,51,QB51,0.0,4400.0
christianmccaffrey,RB,1,RB1,21.7,9500.0
raheemmostert,RB,4,RB4,17.9,6400.0
travisetiennejr.,RB,5,RB5,17.8,7100.0
bijanrobinson,RB,6,RB6,17.6,7200.0
alvinkamara,RB,8,RB8,17.3,6800.0
kennethwalker,RB,11,RB11,16.6,6700.0
joemixon,RB,12,RB12,15.5,6300.0
alexandermattison,RB,18,RB18,13.2,5600.0
brianrobinsonjr.,RB,21,RB21,12.6,5700.0
dameonpierce,RB,22,RB22,12.4,5100.0
chubahubbard,RB,23,RB23,11.8,4300.0
jonathantaylor,RB,24,RB24,11.6,6600.0
zackmoss,RB,25,RB25,11.6,6200.0
d'ontaforeman,RB,28,RB28,10.7,4400.0
jeromeford,RB,29,RB29,10.6,5200.0
tylerallgeier,RB,32,RB32,8.7,4600.0
zachcharbonnet,RB,37,RB37,6.9,4200.0
antoniogibson,RB,38,RB38,6.9,4500.0
camakers,RB,40,RB40,6.4,4800.0
kendremiller,RB,44,RB44,5.8,4500.0
salvonahmed,RB,46,RB46,5.6,4500.0
kareemhunt,RB,48,RB48,5.2,4700.0
devinsingletary,RB,49,RB49,5.3,4300.0
tankbigsby,RB,56,RB56,4.3,4100.0
jordanmason,RB,59,RB59,3.9,4000.0
chrisbrooks,RB,61,RB61,3.2,4000.0
trayveonwilliams,RB,62,RB62,2.8,4400.0
kylejuszczyk,RB,67,RB67,2.2,4000.0
raheemblackshear,RB,69,RB69,1.9,4000.0
cordarrellepatterson,RB,70,RB70,2.0,4000.0
pierrestrongjr.,RB,73,RB73,1.7,4300.0
khariblasingame,RB,75,RB75,1.4,4500.0
d'ernestjohnson,RB,76,RB76,1.3,4000.0
elijahmitchell,RB,77,RB77,1.3,4700.0
mikeboone,RB,79,RB79,1.2,4000.0
deejaydallas,RB,80,RB80,1.2,4000.0
alecingold,RB,81,RB81,1.1,4000.0
c.j.ham,RB,83,RB83,1.1,4000.0
chasebrown,RB,87,RB87,0.6,4000.0
chrisevans,RB,89,RB89,0.6,4000.0
jamycalhasty,RB,90,RB90,0.5,4000.0
tychandler,RB,91,RB91,0.6,4000.0
tyriondavis-price,RB,92,RB92,0.4,4000.0
treysermon,RB,96,RB96,0.3,4000.0
keithsmith,RB,100,RB100,0.3,4000.0
derrickgore,RB,101,RB101,0.3,4000.0
tyreekhill,WR,1,WR1,21.7,9300.0
ja'marrchase,WR,2,WR2,20.4,8300.0
jaylenwaddle,WR,11,WR11,15.7,7600.0
calvinridley,WR,12,WR12,15.6,6700.0
djmoore,WR,13,WR13,15.1,6500.0
michaelpittmanjr.,WR,14,WR14,15.0,6300.0
adamthielen,WR,15,WR15,14.8,5900.0
chrisolave,WR,16,WR16,14.8,6600.0
dkmetcalf,WR,18,WR18,14.3,6800.0
christiankirk,WR,19,WR19,14.3,5400.0
brandonaiyuk,WR,21,WR21,14.2,6200.0
jordanaddison,WR,23,WR23,14.0,5700.0
nicocollins,WR,27,WR27,13.7,5600.0
deebosamuel,WR,29,WR29,13.4,6100.0
tylerlockett,WR,31,WR31,13.3,5700.0
terrymclaurin,WR,32,WR32,13.2,5500.0
michaelthomas,WR,35,WR35,12.1,4900.0
drakelondon,WR,36,WR36,11.8,4800.0
amaricooper,WR,38,WR38,11.4,5800.0
k.j.osborn,WR,39,WR39,10.8,4400.0
teehiggins,WR,40,WR40,11.4,6400.0
joshdowns,WR,42,WR42,10.5,4100.0
robertwoods,WR,44,WR44,10.1,3800.0
tylerboyd,WR,46,WR46,9.9,4600.0
jahandotson,WR,47,WR47,9.8,4700.0
curtissamuel,WR,48,WR48,9.5,3700.0
elijahmoore,WR,52,WR52,9.1,4300.0
djcharkjr.,WR,54,WR54,9.1,4000.0
jaxonsmith-njigba,WR,58,WR58,8.2,3600.0
jonathanmingo,WR,60,WR60,8.0,3500.0
rashidshaheed,WR,61,WR61,7.9,3700.0
darnellmooney,WR,63,WR63,7.6,3700.0
braxtonberrios,WR,74,WR74,5.2,3400.0
brandonpowell,WR,77,WR77,5.0,3000.0
alecpierce,WR,78,WR78,4.9,3300.0
laviskashenaultjr.,WR,82,WR82,4.6,3000.0
mackhollins,WR,83,WR83,4.6,3300.0
johnmetchie,WR,84,WR84,4.6,3100.0
trentonirwin,WR,86,WR86,4.5,3300.0
donovanpeoples-jones,WR,89,WR89,4.3,3600.0
terracemarshalljr.,WR,92,WR92,4.1,3100.0
dyamibrown,WR,96,WR96,3.6,3000.0
jauanjennings,WR,97,WR97,3.6,3600.0
tylerscott,WR,99,WR99,3.3,3000.0
noahbrown,WR,102,WR102,2.9,3000.0
jamalagnew,WR,104,WR104,2.6,3000.0
cedrickwilsonjr.,WR,107,WR107,2.4,3000.0
timjones,WR,111,WR111,2.3,3000.0
khadarelhodge,WR,113,WR113,2.1,3000.0
jakebobo,WR,115,WR115,2.0,3000.0
n'kealharry,WR,118,WR118,1.6,3000.0
isaiahmckenzie,WR,121,WR121,1.4,3000.0
ronniebell,WR,123,WR123,1.3,3100.0
byronpringle,WR,124,WR124,1.3,3000.0
chaseclaypool,WR,126,WR126,1.1,3000.0
andreiiosivas,WR,129,WR129,1.0,3000.0
keithkirkwood,WR,130,WR130,1.0,3000.0
marquisegoodwin,WR,131,WR131,0.9,3000.0
trenttaylor,WR,132,WR132,0.8,3000.0
xavierhutchinson,WR,133,WR133,0.8,3000.0
