player_name,player_position_id,rank_ecr,pos_rank,projected_points,salary
joshallen,QB,1,QB1,22.6,8200.0
jalenhurts,QB,2,QB2,22.1,8000.0
justinherbert,QB,4,QB4,20.8,7800.0
tuatagovailoa,QB,5,QB5,20.2,7400.0
anthonyrichardson,QB,6,QB6,19.7,6700.0
kirkcousins,QB,7,QB7,19.3,7100.0
lamarjackson,QB,8,QB8,19.1,7700.0
justinfields,QB,10,QB10,18.7,6600.0
joeburrow,QB,12,QB12,18.3,6500.0
russellwilson,QB,13,QB13,18.1,5800.0
brockpurdy,QB,15,QB15,17.5,5900.0
deshaunwatson,QB,17,QB17,16.7,6000.0
matthewstafford,QB,18,QB18,16.4,5700.0
dakprescott,QB,20,QB20,15.8,6200.0
c.j.stroud,QB,21,QB21,15.8,5600.0
kennypickett,QB,22,QB22,15.7,5100.0
bakermayfield,QB,23,QB23,15.4,5400.0
samhowell,QB,24,QB24,15.2,5000.0
bryceyoung,QB,25,QB25,14.8,5200.0
macjones,QB,26,QB26,14.5,5200.0
ryantannehill,QB,28,QB28,13.7,5000.0
jameiswinston,QB,29,QB29,13.4,5300.0
joshuadobbs,QB,30,QB30,13.0,5000.0
aidano'connell,QB,32,QB32,11.7,4000.0
derekcarr,QB,33,QB33,7.8,5500.0
brianhoyer,QB,34,QB34,3.0,4900.0
andydalton,QB,35,QB35,0.0,5100.0
gardnerminshew,QB,36,QB36,0.0,5100.0
dorianthompson-robinson,QB,37,QB37,0.0,4600.0
samdarnold,QB,39,QB39,0.0,4600.0
jacobybrissett,QB,41,QB41,0.0,4800.0
christianmccaffrey,RB,1,RB1,23.0,9200.0
tonypollard,RB,2,RB2,19.0,7800.0
joshjacobs,RB,4,RB4,16.9,7100.0
kyrenwilliams,RB,5,RB5,16.5,6000.0
jamescook,RB,8,RB8,16.0,6300.0
derrickhenry,RB,9,RB9,14.6,7000.0
zackmoss,RB,10,RB10,14.6,6000.0
raheemmostert,RB,11,RB11,14.6,6500.0
d'andreswift,RB,12,RB12,14.5,5700.0
joemixon,RB,13,RB13,14.3,6400.0
alexandermattison,RB,14,RB14,14.2,5800.0
alvinkamara,RB,15,RB15,14.1,6100.0
rhamondrestevenson,RB,16,RB16,14.1,6200.0
milessanders,RB,17,RB17,14.0,5800.0
javontewilliams,RB,19,RB19,13.6,5500.0
rachaadwhite,RB,21,RB21,12.6,5600.0
jamesconner,RB,22,RB22,12.5,5900.0
najeeharris,RB,23,RB23,12.5,5500.0
jeromeford,RB,24,RB24,12.1,5400.0
de'vonachane,RB,25,RB25,12.1,5700.0
joshuakelley,RB,27,RB27,11.8,5300.0
brianrobinsonjr.,RB,28,RB28,11.5,5600.0
dameonpierce,RB,29,RB29,11.5,5100.0
jaylenwarren,RB,31,RB31,11.0,5000.0
khalilherbert,RB,34,RB34,10.0,4700.0
roschonjohnson,RB,35,RB35,10.0,4900.0
kennethgainwell,RB,37,RB37,8.4,5200.0
samajeperine,RB,38,RB38,8.3,4700.0
ezekielelliott,RB,41,RB41,7.8,5100.0
tyjaespears,RB,42,RB42,7.4,4700.0
gusedwards,RB,43,RB43,7.2,5200.0
chubahubbard,RB,46,RB46,6.7,4800.0
antoniogibson,RB,47,RB47,6.7,4600.0
kareemhunt,RB,48,RB48,6.6,4700.0
devinsingletary,RB,49,RB49,6.6,4400.0
justicehill,RB,50,RB50,6.5,4800.0
lataviusmurray,RB,51,RB51,6.0,4700.0
ricodowdle,RB,54,RB54,5.1,4700.0
kendremiller,RB,56,RB56,4.7,4400.0
melvingordon,RB,57,RB57,4.5,4900.0
seantucker,RB,58,RB58,4.4,4700.0
damienharris,RB,59,RB59,4.1,4500.0
camakers,RB,60,RB60,4.0,4900.0
tonyjonesjr.,RB,61,RB61,3.3,4700.0
elijahmitchell,RB,63,RB63,3.2,4600.0
tychandler,RB,64,RB64,3.1,4400.0
ronnierivers,RB,65,RB65,2.9,4500.0
keaontayingram,RB,66,RB66,2.9,4600.0
treysermon,RB,67,RB67,2.8,4000.0
isaiahspiller,RB,68,RB68,2.3,4000.0
trayveonwilliams,RB,69,RB69,2.3,4700.0
jaleelmclaughlin,RB,70,RB70,2.3,4000.0
pierrestrongjr.,RB,71,RB71,2.2,4500.0
deucevaughn,RB,72,RB72,2.2,4200.0
elijahdotson,RB,74,RB74,2.0,4400.0
zamirwhite,RB,76,RB76,1.8,4900.0
ameerabdullah,RB,77,RB77,1.7,4400.0
kylejuszczyk,RB,78,RB78,1.7,4000.0
jordanmason,RB,79,RB79,1.6,4000.0
alecingold,RB,81,RB81,1.4,4000.0
emaridemercado,RB,82,RB82,1.4,4000.0
kenyandrake,RB,83,RB83,1.4,4400.0
mikeboone,RB,84,RB84,1.3,4000.0
c.j.ham,RB,85,RB85,1.1,4000.0
chasebrown,RB,88,RB88,0.8,4000.0
bostonscott,RB,90,RB90,0.7,4800.0
rashaadpenny,RB,91,RB91,0.6,4000.0
tymontgomery,RB,93,RB93,0.6,3100.0
zachevans,RB,94,RB94,0.6,4000.0
adamprentice,RB,96,RB96,0.5,4000.0
reggiegilliam,RB,97,RB97,0.5,4000.0
austinekeler,RB,98,RB98,0.4,8500.0
chrisbrooks,RB,99,RB99,0.5,4100.0
chrisevans,RB,100,RB100,0.4,4400.0
jakobjohnson,RB,101,RB101,0.4,4000.0
patrickricard,RB,102,RB102,0.4,4000.0
tyriondavis-price,RB,103,RB103,0.4,4000.0
roycefreeman,RB,104,RB104,0.4,4000.0
hunterluepke,RB,105,RB105,0.4,4000.0
salvonahmed,RB,106,RB106,0.4,4600.0
khariblasingame,RB,107,RB107,0.4,4000.0
jakefunk,RB,108,RB108,0.3,4100.0
michaelburton,RB,109,RB109,0.3,4000.0
mylesgaskin,RB,111,RB111,0.3,4300.0
travishomer,RB,112,RB112,0.3,4000.0
raheemblackshear,RB,113,RB113,0.3,4000.0
ke'shawnvaughn,RB,115,RB115,0.3,4500.0
brandonbolden,RB,116,RB116,0.3,4000.0
derrickgore,RB,117,RB117,0.3,4000.0
d'ontaforeman,RB,118,RB118,0.3,4800.0
tyreekhill,WR,1,WR1,22.3,9200.0
justinjefferson,WR,2,WR2,22.0,9600.0
