draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition,competitions,draftStatAttributes,playerAttributes,teamLeagueSeasonAttributes,playerGameAttributes,teamId,teamAbbreviation,draftAlerts,playerGameHash,externalRequirements
40770268,Christian,McCaffrey,Christian McCaffrey,C. McCaffrey,830517,20415,RB,67,9000,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/20415.png,https://dkn.gs/sports/images/nfl/players/160/20415.png,,,"{'competitionId': 6109248, 'name': 'SF @ ARI', 'nameDisplay': [{'value': 'SF', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'ARI'}], 'startTime': '2025-11-16T21:05:00.0000000Z'}","[{'competitionId': 6109248, 'name': 'SF @ ARI', 'nameDisplay': [{'value': 'SF', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'ARI'}], 'startTime': '2025-11-16T21:05:00.0000000Z'}]","[{'id': 90, 'value': '25.5', 'sortValue': '25.5'}, {'id': -2, 'value': '18th', 'sortValue': '18', 'quality': 'Medium'}]","[{'name': 'ByeWeek', 'value': '14'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '14'}]",[],359,SF,[],830517-6109248,{}
40770269,Christian,McCaffrey,Christian McCaffrey,C. McCaffrey,830517,20415,RB,70,9000,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/20415.png,https://dkn.gs/sports/images/nfl/players/160/20415.png,,,"{'competitionId': 6109248, 'name': 'SF @ ARI', 'nameDisplay': [{'value': 'SF', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'ARI'}], 'startTime': '2025-11-16T21:05:00.0000000Z'}","[{'competitionId': 6109248, 'name': 'SF @ ARI', 'nameDisplay': [{'value': 'SF', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'ARI'}], 'startTime': '2025-11-16T21:05:00.0000000Z'}]","[{'id': 90, 'value': '25.5', 'sortValue': '25.5'}, {'id': -2, 'value': '18th', 'sortValue': '18', 'quality': 'Medium'}]","[{'name': 'ByeWeek', 'value': '14'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '14'}]",[],359,SF,[],830517-6109248,{}
40770981,Jaxon,Smith-Njigba,Jaxon Smith-Njigba,J. Smith-Njigba,1214087,686189,WR,68,8900,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/686189.png,https://dkn.gs/sports/images/nfl/players/160/686189.png,,,"{'competitionId': 6109266, 'name': 'SEA @ LAR', 'nameDisplay': [{'value': 'SEA', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'LAR'}], 'startTime': '2025-11-16T21:05:00.0000000Z'}","[{'competitionId': 6109266, 'name': 'SEA @ LAR', 'nameDisplay': [{'value': 'SEA', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'LAR'}], 'startTime': '2025-11-16T21:05:00.0000000Z'}]","[{'id': 90, 'value': '24.0', 'sortValue': '24.0'}, {'id': -2, 'value': '19th', 'sortValue': '19', 'quality': 'Medium'}]","[{'name': 'ByeWeek', 'value': '8'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '8'}]",[],361,SEA,[],1214087-6109266,{}
40770982,Jaxon,Smith-Njigba,Jaxon Smith-Njigba,J. Smith-Njigba,1214087,686189,WR,70,8900,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/686189.png,https://dkn.gs/sports/images/nfl/players/160/686189.png,,,"{'competitionId': 6109266, 'name': 'SEA @ LAR', 'nameDisplay': [{'value': 'SEA', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'LAR'}], 'startTime': '2025-11-16T21:05:00.0000000Z'}","[{'competitionId': 6109266, 'name': 'SEA @ LAR', 'nameDisplay': [{'value': 'SEA', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'LAR'}], 'startTime': '2025-11-16T21:05:00.0000000Z'}]","[{'id': 90, 'value': '24.0', 'sortValue': '24.0'}, {'id': -2, 'value': '19th', 'sortValue': '19', 'quality': 'Medium'}]","[{'name': 'ByeWeek', 'value': '8'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '8'}]",[],361,SEA,[],1214087-6109266,{}
40770811,Puka,Nacua,Puka Nacua,P. Nacua,1162128,706654,WR,68,8700,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/706654.png,https://dkn.gs/sports/images/nfl/players/160/706654.png,,,"{'competitionId': 6109266, 'name': 'SEA @ LAR', 'nameDisplay': [{'value': 'SEA'}, {'value': ' @ '}, {'value': 'LAR', 'isEmphasized': True}], 'startTime': '2025-11-16T21:05:00.0000000Z'}","[{'competitionId': 6109266, 'name': 'SEA @ LAR', 'nameDisplay': [{'value': 'SEA'}, {'value': ' @ '}, {'value': 'LAR', 'isEmphasized': True}], 'startTime': '2025-11-16T21:05:00.0000000Z'}]","[{'id': 90, 'value': '23.5', 'sortValue': '23.5'}, {'id': -2, 'value': '9th', 'sortValue': '9', 'quality': 'Low'}]","[{'name': 'ByeWeek', 'value': '8'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '8'}]",[],343,LAR,[],1162128-6109266,{}
40770812,Puka,Nacua,Puka Nacua,P. Nacua,1162128,706654,WR,70,8700,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/706654.png,https://dkn.gs/sports/images/nfl/players/160/706654.png,,,"{'competitionId': 6109266, 'name': 'SEA @ LAR', 'nameDisplay': [{'value': 'SEA'}, {'value': ' @ '}, {'value': 'LAR', 'isEmphasized': True}], 'startTime': '2025-11-16T21:05:00.0000000Z'}","[{'competitionId': 6109266, 'name': 'SEA @ LAR', 'nameDisplay': [{'value': 'SEA'}, {'value': ' @ '}, {'value': 'LAR', 'isEmphasized': True}], 'startTime': '2025-11-16T21:05:00.0000000Z'}]","[{'id': 90, 'value': '23.5', 'sortValue': '23.5'}, {'id': -2, 'value': '9th', 'sortValue': '9', 'quality': 'Low'}]","[{'name': 'ByeWeek', 'value': '8'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '8'}]",[],343,LAR,[],1162128-6109266,{}
40770644,Ja'Marr,Chase,Ja'Marr Chase,J. Chase,1109979,557826,WR,68,8500,None,True,False,None,https://dkn.gs/sports/images/nfl/players/50/557826.png,https://dkn.gs/sports/images/nfl/players/160/557826.png,,,"{'competitionId': 6109212, 'name': 'CIN @ PIT', 'nameDisplay': [{'value': 'CIN', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'PIT'}], 'startTime': '2025-11-16T18:00:00.0000000Z'}","[{'competitionId': 6109212, 'name': 'CIN @ PIT', 'nameDisplay': [{'value': 'CIN', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'PIT'}], 'startTime': '2025-11-16T18:00:00.0000000Z'}]","[{'id': 90, 'value': '22.3', 'sortValue': '22.3'}, {'id': -2, 'value': '32nd', 'sortValue': '32', 'quality': 'High'}]","[{'name': 'ByeWeek', 'value': '10'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '10'}]",[],327,CIN,[],1109979-6109212,{}
40770645,Ja'Marr,Chase,Ja'Marr Chase,J. Chase,1109979,557826,WR,70,8500,None,True,False,None,https://dkn.gs/sports/images/nfl/players/50/557826.png,https://dkn.gs/sports/images/nfl/players/160/557826.png,,,"{'competitionId': 6109212, 'name': 'CIN @ PIT', 'nameDisplay': [{'value': 'CIN', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'PIT'}], 'startTime': '2025-11-16T18:00:00.0000000Z'}","[{'competitionId': 6109212, 'name': 'CIN @ PIT', 'nameDisplay': [{'value': 'CIN', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'PIT'}], 'startTime': '2025-11-16T18:00:00.0000000Z'}]","[{'id': 90, 'value': '22.3', 'sortValue': '22.3'}, {'id': -2, 'value': '32nd', 'sortValue': '32', 'quality': 'High'}]","[{'name': 'ByeWeek', 'value': '10'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '10'}]",[],327,CIN,[],1109979-6109212,{}
40770748,Amon-Ra,St. Brown,Amon-Ra St. Brown,A. St. Brown,1127106,560800,WR,68,8400,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/560800.png,https://dkn.gs/sports/images/nfl/players/160/560800.png,,,"{'competitionId': 6109320, 'name': 'DET @ PHI', 'nameDisplay': [{'value': 'DET', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'PHI'}], 'startTime': '2025-11-17T01:20:00.0000000Z'}","[{'competitionId': 6109320, 'name': 'DET @ PHI', 'nameDisplay': [{'value': 'DET', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'PHI'}], 'startTime': '2025-11-17T01:20:00.0000000Z'}]","[{'id': 90, 'value': '20.9', 'sortValue': '20.9'}, {'id': -2, 'value': '15th', 'sortValue': '15', 'quality': 'Medium'}]","[{'name': 'ByeWeek', 'value': '8'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '8'}]",[],334,DET,[],1127106-6109320,{}
40770749,Amon-Ra,St. Brown,Amon-Ra St. Brown,A. St. Brown,1127106,560800,WR,70,8400,None,True,False,Breaking,https://dkn.gs/sports/images/nfl/players/50/560800.png,https://dkn.gs/sports/images/nfl/players/160/560800.png,,,"{'competitionId': 6109320, 'name': 'DET @ PHI', 'nameDisplay': [{'value': 'DET', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'PHI'}], 'startTime': '2025-11-17T01:20:00.0000000Z'}","[{'competitionId': 6109320, 'name': 'DET @ PHI', 'nameDisplay': [{'value': 'DET', 'isEmphasized': True}, {'value': ' @ '}, {'value': 'PHI'}], 'startTime': '2025-11-17T01:20:00.0000000Z'}]","[{'id': 90, 'value': '20.9', 'sortValue': '20.9'}, {'id': -2, 'value': '15th', 'sortValue': '15', 'quality': 'Medium'}]","[{'name': 'ByeWeek', 'value': '8'}]","[{'attributeId': 1, 'description': 'Bye', 'value': '8'}]",[],334,DET,[],1127106-6109320,{}
